1,15598345
2,8013363
3,5518126
4,4222312
5,3446911
6,2930814
7,2562941
8,2287715
9,2124345
10,1907514
11,1843811
12,2095085
13,1966172
14,2187653
15,1967695
16,1871171
17,1812412
18,1767398
19,1756719
20,1706385
21,1694206
22,1655478
23,1647395
24,1658706
