1,10766166
2,6013905
3,4981868
4,3789466
5,2843544
6,2678553
7,2245847
8,1966678
9,1696812
10,1568803
11,1465056
12,1368812
13,1295509
14,1227812
15,1178054
16,1204872
17,1139078
18,1206429
19,1065181
20,1499498
21,1527576
22,1473244
23,1451783
24,1436668
25,1402062
26,1376960
27,1332816
28,1222491
29,1286664
30,1276840
31,1237333
32,1241177
33,1178869
34,1187487
35,1122857
36,1148097
37,1096763
38,1062217
39,998728
40,1118339
